,text,label
258,and by force violence and intimidation take from the person and presence of an employee of bank of america approximately belonging to see docket,theft; larceny; petit theft; grand larceny; stealing; conversion (and attempts at all preceding offenses)
259,and california vehicle code driving motor vehicle while privilege suspended for driving under the influence,driving while drivers license is suspended; driving while drivers license is revoked
260,and carrying loaded firearm,possession of firearm
261,and carrying semiautomatic assault weapon during and in relation to crime of violence,possession of firearm
262,and carrying weapon concealed within vehicle,weapon crime
263,and causing failure to file forms aiding and abetting criminal forfeiture,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
264,and causing the introduction of misbranded drug aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
265,and cfr and relocated to cfr and willful failure to file reports of foreig see docket,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
266,and cfr and securities fraud aiding and abetting and causing an act to be done,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
267,and cfr false statements to accountants of publicly traded company,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
268,and cfr falsifying corporate books and records,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
269,and cfr possession of controlled substance marijauna,violate controlled/dangerous substance act; drug abuse
270,and circumventing internal accounting controls,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
271,and computer intrusion,"computer fraud or abuse, data theft, or cyber crime"
272,and comspiracy to import marijuana,criminal mischief; criminal conspiracy
273,and conducting financing managing directing or owning an illegal gambling business aiding and abetting,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
274,and conpiracy to distribute and possess with intent to distribute controlled substance,criminal mischief; criminal conspiracy
275,and conpiracy to import controlled substance,criminal mischief; criminal conspiracy
276,and conpsiracy to possess with intent to distribute mdma aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
277,and consipracy to bring in conceal harbor and shield and transport illegal aliens,criminal mischief; criminal conspiracy
278,and consiracy to possess marijuana with intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
279,and conspiracty to distribute methaphetamine,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
280,and conspiracty to engage in money laundering and structured financial transactions,criminal mischief; criminal conspiracy
281,and conspiracy aiding and abetting the manufacture of methamphetamine possession of listed chemicals,criminal mischief; criminal conspiracy
282,and conspiracy criminal forfeiture,criminal mischief; criminal conspiracy
283,and conspiracy mail fraud,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
284,and conspiracy of import marijuana and controlled substance aiding and abetting,criminal mischief; criminal conspiracy
285,and conspiracy possession with intent to distribute mixture and substance containing methamphetamine aiding see docket,criminal mischief; criminal conspiracy
286,and conspiracy to advertise child pornography,sex offense with a child
287,and conspiracy to aid and abet flight to avoid prosecution,obstruct and hinder court proceedings
288,and conspiracy to aid and assist in the preparation of fraudulent tax returns,criminal mischief; criminal conspiracy
289,and conspiracy to bribe public official,criminal mischief; criminal conspiracy
290,and conspiracy to bribe public official conspiracy to bring in illegal aliens for fina see docket,criminal mischief; criminal conspiracy
291,and conspiracy to bring in and harbor illegal aliens,criminal mischief; criminal conspiracy
292,and conspiracy to bring in and transport illegal aliens,criminal mischief; criminal conspiracy
