text,label
and cfr false statements to accountants of publicly traded company,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
and cfr falsifying corporate books and records,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
and cfr possession of controlled substance marijauna,violate controlled/dangerous substance act; drug abuse
and circumventing internal accounting controls,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
and computer intrusion,"computer fraud or abuse, data theft, or cyber crime"
and comspiracy to import marijuana,criminal mischief; criminal conspiracy
and conducting financing managing directing or owning an illegal gambling business aiding and abetting,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
and conpiracy to distribute and possess with intent to distribute controlled substance,criminal mischief; criminal conspiracy
and conpiracy to import controlled substance,criminal mischief; criminal conspiracy
and conpsiracy to possess with intent to distribute mdma aiding and abetting,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
and consipracy to bring in conceal harbor and shield and transport illegal aliens,criminal mischief; criminal conspiracy
and consiracy to possess marijuana with intent to distribute,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
and conspiracty to distribute methaphetamine,distribution/delivery of controlled/dangerous substance; attempted distribution/delivery of a controlled/dangerous substance; possession with the intent of distributing a controlled/dangerous substance
and conspiracty to engage in money laundering and structured financial transactions,criminal mischief; criminal conspiracy
and conspiracy aiding and abetting the manufacture of methamphetamine possession of listed chemicals,criminal mischief; criminal conspiracy
and conspiracy criminal forfeiture,criminal mischief; criminal conspiracy
and conspiracy mail fraud,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
and conspiracy of import marijuana and controlled substance aiding and abetting,criminal mischief; criminal conspiracy
and conspiracy possession with intent to distribute mixture and substance containing methamphetamine aiding see docket,criminal mischief; criminal conspiracy
and conspiracy to advertise child pornography,sex offense with a child
and conspiracy to aid and abet flight to avoid prosecution,obstruct and hinder court proceedings
and conspiracy to aid and assist in the preparation of fraudulent tax returns,criminal mischief; criminal conspiracy
and conspiracy to bribe public official,criminal mischief; criminal conspiracy
and conspiracy to bribe public official conspiracy to bring in illegal aliens for fina see docket,criminal mischief; criminal conspiracy
and conspiracy to bring in and harbor illegal aliens,criminal mischief; criminal conspiracy
and conspiracy to bring in and transport illegal aliens,criminal mischief; criminal conspiracy
and conspiracy to bring in transport and harbor illegal aliens,criminal mischief; criminal conspiracy
and conspiracy to bring in transport and harbor illegal aliens felony,criminal mischief; criminal conspiracy
and conspiracy to commit armed bank robbery,robbery with or without a weapon
and conspiracy to commit bank fraud bank fraud and aggravated identity theft,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
and conspiracy to commit importation of marijuana possession with the intent to distribute marijuana conspiracy to see docket,criminal mischief; criminal conspiracy
and conspiracy to commit kickbacks in of sec,fraud; conspiracy to commit fraud; attempted criminal fraud; unemployment fraud; insurance fraud; mail fraud
and conspiracy to commit money laundering,criminal mischief; criminal conspiracy
and conspiracy to commit offenses against the united states criminal forfeiture,criminal mischief; criminal conspiracy
and conspiracy to commit offenses against the united states transportation of illegal see docket,criminal mischief; criminal conspiracy
